id,match_id,player_id,player_name,equipo,tick
163,42,46,Nico,Red,11.866666666666836
164,42,2,tnt,Red,34.316666666666
165,42,2,tnt,Red,61.76666666666444
166,43,50,carrascketa,Red,195.71666666671456
167,44,2,tnt,Red,27.916666666666362
168,45,47,pijo,Blue,44.83333333333207
169,45,50,carrascketa,Blue,121.09999999999441
170,45,48,"marco!""",Blue,151.30000000001255
171,46,48,"marco!""",Blue,16.266666666667025
172,46,46,Nico,Blue,29.48333333333294
173,46,46,Nico,Blue,49.54999999999847
174,48,54,Puskas,Red,15.400000000000345
175,48,51,Di stefano,Blue,54.23333333333154
176,48,47,pijo,Blue,127.79999999999403
177,48,47,pijo,Blue,147.83333333334312
178,50,56,pitogomosodow,Red,27.199999999999736
179,50,44,.,Blue,70.48333333333062
180,50,44,.,Blue,97.39999999999576
181,50,54,Puskas,Blue,147.50000000000952
182,51,48,"marco!""",Blue,13.066666666666896
183,51,57,MATT,Red,28.066666666666354
184,51,57,MATT,Blue,50.266666666665095
185,51,2,tnt,Red,58.34999999999797
186,51,57,MATT,Red,98.3999999999957
187,53,57,MATT,Blue,83.94999999999652
188,53,55,narigonriverplate.,Blue,123.5333333333276
189,53,58,𓆩la coty𓆪 ,Blue,138.33333333333556
190,54,54,Puskas,Blue,13.23333333333357
191,54,54,Puskas,Blue,26.766666666666428
192,54,58,𓆩la coty𓆪 ,Red,41.44999999999893
193,54,48,"marco!""",Blue,79.98333333333008
194,55,59,klk,Blue,15.30000000000034
195,55,48,"marco!""",Blue,65.21666666666425
196,55,59,klk,Red,83.78333333332986
197,55,48,"marco!""",Blue,152.01666666667978
198,56,54,Puskas,Red,23.633333333333272
199,56,58,𓆩la coty𓆪 ,Red,38.73333333333242
200,56,57,MATT,Red,67.54999999999745
201,57,53,MERNOSKETTI,Red,1.9666666666666646
202,58,58,𓆩la coty𓆪 ,Blue,63.18333333333103
203,58,48,"marco!""",Red,107.03333333332854
204,58,2,tnt,Red,219.7666666667337
205,59,57,MATT,Red,9.933333333333406
206,59,58,𓆩la coty𓆪 ,Red,16.116666666667033
207,59,57,MATT,Red,58.34999999999797
208,60,57,MATT,Red,6.333333333333316
209,60,53,MERNOSKETTI,Red,108.54999999999512
210,60,53,MERNOSKETTI,Red,153.28333333334746
211,61,57,MATT,Red,82.36666666666328
212,61,48,"marco!""",Blue,110.749999999995
213,61,53,MERNOSKETTI,Red,128.59999999999448
214,61,60,𝖘𝖙𝖗𝖆𝖋𝖊 (1 mano),Red,136.8166666666677
225,66,48,"marco!""",Red,6.749999999999981
226,66,48,"marco!""",Red,109.18333333332842
227,66,2,tnt,Blue,117.38333333332795
228,67,69,Oe senna,Blue,41.433333333332264
229,67,58,𓆩la coty𓆪 ,Blue,50.349999999998424
230,67,48,"marco!""",Blue,60.24999999999786
231,68,70,z,Red,34.23333333333267
232,68,70,z,Red,81.99999999999663
233,68,69,Oe senna,Red,88.73333333332958
234,69,2,tnt,Red,30.44999999999955
235,69,48,"marco!""",Red,76.84999999999692
236,69,58,𓆩la coty𓆪 ,Red,85.88333333332974
237,70,48,"marco!""",Blue,18.533333333333562
238,70,48,"marco!""",Blue,105.09999999999532
239,70,72,@_indio_12,Blue,156.68333333335016
240,71,73,031,Blue,22.08333333333336
241,71,58,𓆩la coty𓆪 ,Blue,129.04999999999484
242,71,2,tnt,Blue,148.50000000001032
243,72,2,tnt,Red,10.283333333333424
244,72,2,tnt,Red,34.9499999999993
245,72,74,Javito08 ,Blue,38.4999999999991
246,72,74,Javito08 ,Blue,42.93333333333218
247,72,74,Javito08 ,Blue,70.96666666666393
248,73,72,@_indio_12,Red,191.2833333333777
249,75,75,Mmylton,Red,7.483333333333312
250,75,71,milo(q),Red,67.73333333333078
251,75,75,Mmylton,Blue,105.53333333332863
252,76,72,@_indio_12,Blue,71.79999999999721
253,76,63,Carlos palacios,Red,80.56666666666338
254,76,72,@_indio_12,Red,98.71666666666235
255,76,75,Mmylton,Blue,160.76666666668675
256,76,72,@_indio_12,Red,272.70000000008065
257,77,63,Carlos palacios,Blue,10.650000000000109
258,77,75,Mmylton,Red,33.46666666666605
259,77,48,"marco!""",Blue,205.18333333338876
260,78,76,buttow,Red,7.783333333333311
261,78,71,milo(q),Red,14.816666666666983
262,79,48,"marco!""",Red,15.96666666666704
263,79,76,buttow,Blue,59.04999999999793
264,79,48,"marco!""",Blue,71.43333333333057
